con1,region,tam_loc,tiene_sistema_tren,sexo,edad,escolaridad,ingreso_familiar,condicion_actividad,tiene_auto,modo_principal,tp_eficiente,tp_rapido,tp_barato,tp_seguro,tp_comodo,contamina_su_modo,contamina_aire
808,region_1,15mil_99999,no,hombre,45-54,primaria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,seguro,comodo,mucho,nada
809,region_1,15mil_99999,no,hombre,25-34,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
810,region_1,100mil_mas,si,mujer,45-54,secundaria,4-5sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
812,region_2,menos_2500,si,hombre,35-44,primaria,5-6sm,ocupado,si,activo,ineficiente,lento,barato,seguro,incomodo,algo,nada
813,region_1,menos_2500,no,mujer,25-34,preparatoria,1-2sm,ocupado,si,demanda,ineficiente,lento,caro,inseguro,incomodo,poco,algo
814,region_1,100mil_mas,no,hombre,25-34,secundaria,4-5sm,ocupado,si,ninguno,ineficiente,lento,barato,inseguro,incomodo,mucho,mucho
815,region_2,15mil_99999,si,mujer,35-44,secundaria,mas_6sm,no_ocupado,si,particular,ineficiente,rapido,barato,inseguro,incomodo,poco,algo
817,region_2,2500_14999,si,mujer,35-44,secundaria,mas_6sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
818,region_1,100mil_mas,no,hombre,25-34,secundaria,mas_6sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
819,region_2,15mil_99999,si,hombre,25-34,preparatoria,5-6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
820,region_1,15mil_99999,si,hombre,35-44,ninguna,1-2sm,ocupado,si,particular,ineficiente,lento,caro,seguro,incomodo,algo,poco
821,region_1,100mil_mas,si,hombre,18-24,preparatoria,5-6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
822,region_2,100mil_mas,si,mujer,35-44,preparatoria,1-2sm,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,algo
823,region_2,100mil_mas,si,mujer,45-54,universidad,mas_6sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
825,region_2,100mil_mas,si,hombre,65+,universidad,no_declaro,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
826,region_4,100mil_mas,no,mujer,35-44,preparatoria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
827,region_1,100mil_mas,no,hombre,25-34,preparatoria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
828,region_1,100mil_mas,si,hombre,25-34,primaria,4-5sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
829,region_2,2500_14999,si,mujer,25-34,secundaria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
830,region_3,100mil_mas,no,mujer,25-34,secundaria,no_declaro,no_ocupado,si,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
831,region_1,menos_2500,no,mujer,18-24,primaria,1-2sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,poco
832,region_4,100mil_mas,no,hombre,55-64,universidad,4-5sm,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
833,region_3,100mil_mas,no,mujer,35-44,secundaria,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,comodo,no_contamina,algo
834,region_1,100mil_mas,si,hombre,55-64,secundaria,menos_1sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
835,region_1,100mil_mas,si,hombre,35-44,preparatoria,3-4sm,ocupado,si,ninguno,ineficiente,lento,barato,inseguro,incomodo,mucho,mucho
836,region_3,100mil_mas,no,hombre,25-34,universidad,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
837,region_1,100mil_mas,si,hombre,65+,secundaria,3-4sm,ocupado,si,ninguno,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
838,region_4,100mil_mas,no,mujer,45-54,preparatoria,2-3sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
839,region_1,2500_14999,no,hombre,35-44,secundaria,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,poco
840,region_2,100mil_mas,si,hombre,35-44,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,mucho
841,region_2,100mil_mas,si,hombre,25-34,secundaria,5-6sm,ocupado,si,ninguno,ineficiente,rapido,caro,inseguro,comodo,mucho,mucho
843,region_2,100mil_mas,si,hombre,45-54,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
844,region_2,100mil_mas,si,hombre,65+,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
845,region_1,menos_2500,no,hombre,25-34,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
846,region_1,100mil_mas,si,mujer,45-54,primaria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
847,region_1,100mil_mas,si,hombre,18-24,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,poco
848,region_3,100mil_mas,no,hombre,25-34,preparatoria,1-2sm,ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
849,region_3,100mil_mas,no,hombre,35-44,secundaria,4-5sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
850,region_1,menos_2500,no,mujer,25-34,preparatoria,mas_6sm,no_ocupado,si,particular,ineficiente,lento,caro,seguro,incomodo,poco,nada
851,region_3,100mil_mas,no,hombre,25-34,universidad,mas_6sm,ocupado,si,ninguno,ineficiente,rapido,barato,seguro,comodo,algo,algo
852,region_2,100mil_mas,si,mujer,25-34,secundaria,mas_6sm,ocupado,si,camion,ineficiente,lento,barato,inseguro,incomodo,mucho,mucho
853,region_2,100mil_mas,si,mujer,65+,ninguna,2-3sm,ocupado,si,ninguno,ineficiente,lento,barato,seguro,comodo,algo,mucho
854,region_1,100mil_mas,no,mujer,25-34,secundaria,3-4sm,no_ocupado,si,camion,ineficiente,rapido,barato,inseguro,comodo,algo,mucho
855,region_3,2500_14999,no,hombre,35-44,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
856,region_2,15mil_99999,si,hombre,55-64,secundaria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,mucho
857,region_2,100mil_mas,si,mujer,55-64,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,rapido,barato,inseguro,incomodo,no_contamina,poco
858,region_2,100mil_mas,si,mujer,25-34,secundaria,1-2sm,no_ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
859,region_2,2500_14999,si,hombre,35-44,secundaria,4-5sm,ocupado,si,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
860,region_2,100mil_mas,si,hombre,25-34,preparatoria,2-3sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,mucho
861,region_2,100mil_mas,si,mujer,18-24,secundaria,2-3sm,no_ocupado,si,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
862,region_2,100mil_mas,si,hombre,18-24,preparatoria,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,mucho
863,region_1,15mil_99999,no,hombre,35-44,primaria,no_declaro,ocupado,si,particular,ineficiente,lento,barato,inseguro,comodo,no_contamina,poco
864,region_1,15mil_99999,no,hombre,45-54,secundaria,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
865,region_1,100mil_mas,no,hombre,45-54,secundaria,2-3sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
866,region_2,100mil_mas,si,mujer,35-44,preparatoria,5-6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
868,region_3,2500_14999,no,mujer,35-44,secundaria,no_declaro,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
869,region_4,100mil_mas,no,mujer,25-34,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
870,region_2,100mil_mas,si,mujer,45-54,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
871,region_3,100mil_mas,no,hombre,55-64,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,mucho,algo
872,region_2,100mil_mas,si,mujer,25-34,preparatoria,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,algo
873,region_2,100mil_mas,si,mujer,55-64,universidad,mas_6sm,ocupado,si,ninguno,ineficiente,lento,barato,seguro,incomodo,poco,mucho
874,region_4,100mil_mas,no,hombre,55-64,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
875,region_4,100mil_mas,no,mujer,45-54,ninguna,mas_6sm,ocupado,si,ninguno,ineficiente,lento,barato,inseguro,incomodo,poco,poco
877,region_1,100mil_mas,si,hombre,35-44,ninguna,3-4sm,ocupado,si,otros,ineficiente,lento,caro,inseguro,incomodo,algo,algo
878,region_3,100mil_mas,no,mujer,35-44,preparatoria,3-4sm,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
879,region_2,2500_14999,si,hombre,45-54,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
880,region_2,15mil_99999,si,hombre,35-44,universidad,mas_6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
881,region_1,100mil_mas,no,mujer,35-44,primaria,mas_6sm,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,algo
882,region_1,2500_14999,no,hombre,65+,ninguna,1-2sm,ocupado,si,ninguno,ineficiente,lento,barato,inseguro,incomodo,poco,algo
883,region_3,2500_14999,no,mujer,25-34,universidad,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
884,region_3,2500_14999,no,mujer,25-34,preparatoria,4-5sm,ocupado,si,particular,ineficiente,rapido,caro,inseguro,incomodo,mucho,algo
885,region_1,100mil_mas,si,hombre,45-54,preparatoria,mas_6sm,ocupado,si,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
886,region_2,100mil_mas,si,hombre,18-24,preparatoria,2-3sm,no_ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
887,region_2,100mil_mas,si,hombre,55-64,preparatoria,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
889,region_3,100mil_mas,no,mujer,18-24,preparatoria,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,nada
890,region_2,100mil_mas,si,hombre,18-24,primaria,3-4sm,no_ocupado,si,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,poco
891,region_2,100mil_mas,si,hombre,45-54,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
892,region_1,100mil_mas,si,mujer,25-34,primaria,5-6sm,ocupado,si,particular,ineficiente,lento,barato,inseguro,incomodo,algo,algo
893,region_3,100mil_mas,no,hombre,18-24,preparatoria,3-4sm,no_ocupado,si,otros,ineficiente,rapido,caro,seguro,comodo,poco,algo
894,region_3,15mil_99999,no,hombre,35-44,primaria,mas_6sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
895,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
896,region_2,100mil_mas,si,mujer,25-34,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,algo
897,region_2,100mil_mas,si,mujer,18-24,secundaria,mas_6sm,no_ocupado,si,otros,ineficiente,lento,caro,inseguro,incomodo,algo,poco
898,region_1,100mil_mas,si,hombre,18-24,universidad,no_declaro,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
899,region_2,100mil_mas,si,mujer,25-34,universidad,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
900,region_4,2500_14999,no,hombre,35-44,preparatoria,2-3sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,poco,algo
901,region_3,100mil_mas,no,mujer,35-44,preparatoria,no_declaro,no_ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,no_contamina,algo
902,region_2,15mil_99999,si,hombre,35-44,secundaria,3-4sm,ocupado,si,particular,ineficiente,lento,caro,inseguro,incomodo,algo,poco
904,region_1,100mil_mas,no,mujer,18-24,primaria,1-2sm,no_ocupado,no,ninguno,ineficiente,rapido,barato,inseguro,incomodo,algo,mucho
905,region_1,menos_2500,no,mujer,45-54,ninguna,1-2sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
906,region_1,100mil_mas,si,mujer,35-44,secundaria,1-2sm,ocupado,no,ninguno,ineficiente,rapido,barato,seguro,incomodo,algo,algo
907,region_2,100mil_mas,si,hombre,65+,secundaria,menos_1sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
908,region_2,100mil_mas,si,mujer,25-34,secundaria,1-2sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
909,region_2,15mil_99999,si,mujer,55-64,secundaria,2-3sm,ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
910,region_2,100mil_mas,si,hombre,65+,universidad,no_declaro,no_ocupado,no,camion,ineficiente,rapido,barato,inseguro,incomodo,algo,mucho
912,region_1,15mil_99999,no,mujer,35-44,secundaria,mas_6sm,no_ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
913,region_1,15mil_99999,no,hombre,25-34,universidad,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
914,region_3,100mil_mas,si,hombre,35-44,secundaria,no_declaro,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,algo,algo
915,region_1,100mil_mas,no,mujer,18-24,preparatoria,mas_6sm,ocupado,no,ninguno,ineficiente,rapido,barato,inseguro,incomodo,algo,algo
916,region_1,2500_14999,no,mujer,35-44,preparatoria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,nada
917,region_1,100mil_mas,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,mucho
918,region_1,2500_14999,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,mucho,algo
919,region_4,100mil_mas,no,mujer,45-54,primaria,4-5sm,no_ocupado,no,ninguno,ineficiente,lento,barato,inseguro,incomodo,poco,poco
920,region_3,2500_14999,no,hombre,25-34,secundaria,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
921,region_3,15mil_99999,no,mujer,25-34,secundaria,mas_6sm,no_ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
922,region_4,2500_14999,no,hombre,55-64,preparatoria,5-6sm,ocupado,no,camion,ineficiente,lento,caro,seguro,incomodo,poco,poco
923,region_4,2500_14999,no,mujer,65+,secundaria,1-2sm,no_ocupado,no,particular,ineficiente,lento,barato,inseguro,incomodo,poco,poco
924,region_1,100mil_mas,no,hombre,18-24,preparatoria,mas_6sm,no_ocupado,no,ninguno,ineficiente,rapido,barato,inseguro,incomodo,mucho,algo
925,region_1,100mil_mas,no,hombre,65+,primaria,2-3sm,ocupado,no,demanda,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
926,region_1,100mil_mas,no,hombre,35-44,secundaria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
927,region_4,100mil_mas,no,mujer,35-44,secundaria,2-3sm,no_ocupado,no,colectivo,ineficiente,rapido,barato,inseguro,incomodo,mucho,mucho
928,region_4,100mil_mas,no,hombre,55-64,primaria,4-5sm,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,comodo,algo,nada
929,region_4,100mil_mas,no,mujer,25-34,preparatoria,3-4sm,no_ocupado,no,colectivo,ineficiente,rapido,barato,inseguro,incomodo,poco,poco
930,region_4,100mil_mas,no,mujer,55-64,ninguna,menos_1sm,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
931,region_4,100mil_mas,no,mujer,18-24,primaria,1-2sm,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
932,region_4,100mil_mas,no,mujer,45-54,secundaria,mas_6sm,ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
933,region_4,100mil_mas,no,hombre,25-34,preparatoria,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
934,region_4,100mil_mas,no,hombre,35-44,secundaria,1-2sm,ocupado,no,colectivo,ineficiente,rapido,caro,inseguro,incomodo,algo,algo
935,region_4,100mil_mas,no,mujer,25-34,ninguna,2-3sm,no_ocupado,no,colectivo,ineficiente,rapido,caro,seguro,comodo,mucho,mucho
936,region_4,100mil_mas,no,mujer,25-34,secundaria,2-3sm,no_ocupado,no,colectivo,ineficiente,lento,barato,inseguro,incomodo,algo,algo
937,region_4,100mil_mas,no,mujer,55-64,secundaria,mas_6sm,no_ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
938,region_4,100mil_mas,no,mujer,35-44,preparatoria,5-6sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
939,region_4,100mil_mas,no,hombre,25-34,universidad,mas_6sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
940,region_4,100mil_mas,no,hombre,45-54,primaria,4-5sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
941,region_4,100mil_mas,no,mujer,25-34,primaria,mas_6sm,no_ocupado,no,colectivo,ineficiente,lento,barato,seguro,incomodo,algo,algo
942,region_4,100mil_mas,no,mujer,18-24,secundaria,3-4sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,algo,algo
943,region_4,100mil_mas,no,mujer,35-44,secundaria,3-4sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,poco,poco
944,region_3,100mil_mas,no,mujer,25-34,preparatoria,mas_6sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
945,region_3,100mil_mas,no,hombre,45-54,secundaria,3-4sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
946,region_3,100mil_mas,no,hombre,18-24,universidad,no_declaro,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,comodo,poco,poco
947,region_3,100mil_mas,no,hombre,35-44,secundaria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,algo
948,region_3,100mil_mas,no,hombre,35-44,preparatoria,5-6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,poco
949,region_3,100mil_mas,no,mujer,45-54,secundaria,2-3sm,ocupado,no,camion,ineficiente,rapido,caro,seguro,comodo,poco,algo
950,region_2,100mil_mas,si,mujer,35-44,preparatoria,no_declaro,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
951,region_2,100mil_mas,si,mujer,45-54,secundaria,no_declaro,ocupado,no,camion,ineficiente,rapido,barato,seguro,comodo,poco,algo
952,region_2,100mil_mas,si,hombre,18-24,preparatoria,2-3sm,no_ocupado,no,masivo,ineficiente,rapido,caro,inseguro,incomodo,algo,mucho
953,region_2,100mil_mas,si,mujer,55-64,secundaria,5-6sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
954,region_2,100mil_mas,si,hombre,35-44,preparatoria,4-5sm,ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
955,region_2,100mil_mas,si,mujer,18-24,secundaria,mas_6sm,ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,poco,algo
957,region_2,100mil_mas,si,hombre,45-54,secundaria,mas_6sm,ocupado,no,masivo,ineficiente,lento,barato,inseguro,comodo,algo,algo
958,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
959,region_2,100mil_mas,si,hombre,25-34,preparatoria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
961,region_2,100mil_mas,si,hombre,45-54,primaria,2-3sm,ocupado,no,camion,ineficiente,rapido,barato,seguro,comodo,mucho,mucho
962,region_3,100mil_mas,no,hombre,45-54,secundaria,mas_6sm,ocupado,no,camion,ineficiente,lento,barato,inseguro,incomodo,algo,algo
963,region_3,100mil_mas,no,mujer,35-44,preparatoria,mas_6sm,ocupado,no,particular,ineficiente,lento,barato,inseguro,incomodo,mucho,algo
964,region_3,100mil_mas,no,hombre,65+,ninguna,2-3sm,ocupado,no,camion,ineficiente,lento,barato,inseguro,incomodo,mucho,algo
965,region_1,100mil_mas,no,mujer,45-54,primaria,1-2sm,ocupado,no,camion,ineficiente,lento,caro,seguro,incomodo,mucho,mucho
966,region_1,100mil_mas,no,hombre,55-64,ninguna,5-6sm,ocupado,no,camion,ineficiente,rapido,barato,seguro,comodo,algo,algo
967,region_1,100mil_mas,no,mujer,45-54,primaria,1-2sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
968,region_4,15mil_99999,no,hombre,35-44,secundaria,1-2sm,ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,algo,algo
969,region_4,15mil_99999,no,mujer,18-24,primaria,mas_6sm,no_ocupado,no,camion,ineficiente,rapido,caro,seguro,incomodo,poco,poco
970,region_4,15mil_99999,no,hombre,25-34,ninguna,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,algo,mucho
971,region_4,15mil_99999,no,hombre,35-44,secundaria,no_declaro,ocupado,no,ninguno,ineficiente,lento,caro,inseguro,incomodo,algo,algo
972,region_4,15mil_99999,no,mujer,35-44,preparatoria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,seguro,comodo,algo,mucho
973,region_4,15mil_99999,no,mujer,35-44,ninguna,mas_6sm,ocupado,no,colectivo,ineficiente,rapido,barato,inseguro,comodo,algo,algo
975,region_4,15mil_99999,no,hombre,35-44,preparatoria,2-3sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,incomodo,algo,poco
976,region_4,menos_2500,no,mujer,55-64,primaria,2-3sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
977,region_4,menos_2500,no,hombre,25-34,secundaria,2-3sm,ocupado,no,camion,ineficiente,rapido,caro,seguro,incomodo,algo,poco
978,region_4,menos_2500,no,hombre,55-64,ninguna,menos_1sm,ocupado,no,colectivo,ineficiente,lento,caro,inseguro,comodo,algo,algo
979,region_4,menos_2500,no,hombre,45-54,primaria,no_declaro,ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,algo,poco
980,region_4,menos_2500,no,hombre,18-24,secundaria,3-4sm,ocupado,no,camion,ineficiente,rapido,caro,seguro,incomodo,poco,poco
981,region_1,15mil_99999,si,hombre,18-24,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,poco
982,region_1,100mil_mas,si,hombre,25-34,universidad,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
983,region_1,100mil_mas,si,mujer,18-24,secundaria,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
984,region_1,100mil_mas,si,mujer,55-64,primaria,mas_6sm,no_ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
985,region_1,100mil_mas,si,hombre,35-44,secundaria,3-4sm,ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,mucho,mucho
986,region_1,100mil_mas,si,mujer,25-34,secundaria,5-6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
987,region_1,100mil_mas,si,hombre,45-54,preparatoria,3-4sm,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,algo,poco
988,region_1,100mil_mas,si,mujer,45-54,secundaria,3-4sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
989,region_1,100mil_mas,si,hombre,55-64,universidad,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
990,region_1,100mil_mas,si,mujer,25-34,secundaria,3-4sm,no_ocupado,no,masivo,ineficiente,lento,barato,inseguro,incomodo,algo,algo
991,region_1,100mil_mas,si,hombre,45-54,secundaria,1-2sm,ocupado,no,camion,ineficiente,lento,barato,inseguro,incomodo,algo,algo
992,region_1,100mil_mas,si,mujer,25-34,primaria,3-4sm,no_ocupado,no,camion,ineficiente,rapido,barato,inseguro,incomodo,algo,algo
993,region_2,100mil_mas,si,hombre,18-24,secundaria,no_declaro,no_ocupado,no,camion,ineficiente,lento,barato,inseguro,incomodo,mucho,mucho
994,region_2,100mil_mas,si,hombre,18-24,preparatoria,3-4sm,no_ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,mucho
995,region_2,100mil_mas,si,hombre,25-34,secundaria,4-5sm,ocupado,no,masivo,ineficiente,rapido,caro,inseguro,incomodo,poco,poco
996,region_2,100mil_mas,si,hombre,65+,secundaria,no_declaro,no_ocupado,no,masivo,ineficiente,rapido,caro,inseguro,incomodo,mucho,poco
997,region_2,100mil_mas,si,hombre,25-34,preparatoria,mas_6sm,ocupado,no,otros,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
998,region_2,2500_14999,si,mujer,18-24,secundaria,2-3sm,no_ocupado,no,masivo,ineficiente,lento,caro,inseguro,incomodo,algo,algo
999,region_2,2500_14999,si,hombre,55-64,secundaria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1000,region_2,2500_14999,si,hombre,35-44,secundaria,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1001,region_2,100mil_mas,si,mujer,35-44,secundaria,no_declaro,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,mucho
1002,region_2,100mil_mas,si,hombre,35-44,primaria,no_declaro,ocupado,no,camion,ineficiente,rapido,caro,inseguro,incomodo,algo,poco
1003,region_2,100mil_mas,si,hombre,25-34,secundaria,4-5sm,ocupado,no,particular,ineficiente,lento,caro,inseguro,incomodo,poco,poco
1004,region_2,100mil_mas,si,mujer,35-44,secundaria,mas_6sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,mucho,algo
1005,region_2,100mil_mas,si,mujer,45-54,ninguna,4-5sm,ocupado,no,camion,ineficiente,lento,caro,inseguro,incomodo,poco,algo
1006,region_2,menos_2500,si,hombre,65+,ninguna,1-2sm,no_ocupado,no,activo,ineficiente,lento,caro,inseguro,incomodo,no_contamina,poco
